,text,user,location,Sentiment_Polarity,Expression Label
1640,RT @BradleyWhitford: Amazing!!! You’re not a loser!!! You’re a genius!!! Can’t wait to see your evidence....,Wendellville,"California, USA",1,positive
1641,RT @HKrassenstein: @realDonaldTrump This is another blatant lie.  Your attorneys literally just quit on you and admitted that there is no “…,longislandtonv,"Henderson, NV",-0.5,negative
1642,RT @ProjectLincoln: Today would be a beautiful day for @realDonaldTrump to concede.,Theqfamily,"Atlanta, GA",0.85,positive
1644,"RT @herosnvrdie69: Since we can just do this, I have decided I won all 50 states. Congrats everyone.  You are looking at your new president.",cassidyylynne,"Tucson, AZ",0.136363636,positive
1647,@DavidJHarrisJr @realDonaldTrump You damn right!!!,jmp0956,nonya,0.558035714,positive
1648,@jaketapper His first mistake is thinking @realDonaldTrump has any morals!,Sarah_J_87,,0.3125,positive
1649,"@Godchosetrump @HKrassenstein @realDonaldTrump @BrianKempGA Silly trump supporters, Trix are for kids.",greenberg_david,,-0.5,negative
1650,"@realDonaldTrump We have NOT YET BEGUN TO FIGHT!!  Never, Ever, give up or give in!  America is the LAST, BEST, HOPE, on EARTH. (Ronaldus Magnus) President Trump, if we fail here in vanquishing this demonic corruption and debauchery, AMERICA will fall.",TazewellBigTom,"Tazewell, TN",0.166666667,positive
1653,"@DanScavino @realDonaldTrump I AM OFFRING $50,000.00 FOR THE CORPSE OF BEAU BIDEN! 

ILL GIVE $75,000.00 FOR HIS ASHES &amp; URN IF HE WAS CREMATED.

DIG'EM UP BOYS!!",UncleJo99422004,,-0.78125,negative
1654,"@grittyditty123 @realDonaldTrump in Sociology  class I learned that he cut welfare to a lot of people and got credit for ""ending the war in poverty"", but didn't really do anything to end it.",johnizonline,USA,0.2,positive
1655,@DanScavino @realDonaldTrump Losers,goneskiingsv,,-0.2,negative
1656,@realDonaldTrump @PeteHegseth @seanhannity I’m confused.  Do you want votes counted or do you not want votes counted?,RonnieBassRod,,-0.4,negative
1657,"@realDonaldTrump 
I pray for you, all.
Never give all up.
Victory is ours.
Go go go the future.
The real korean support you strongly.",dongsunn1,,0.211111111,positive
1658,Literally COVID is seeing record numbers yet @realDonaldTrump is just concerned about crying that he lost and continues to lose his lawsuits.... like wtf #COVID19 #DumpTrump #BidenHarris2020,air_it_ka2,,-0.35,negative
1659,@CNBC This IS Fake Media at its worst! Taking @realDonaldTrump statement “out of context!” Shame!!,HighPointsUSA,,-0.75,negative
1664,"@TomiLahren @realDonaldTrump Honey, you've already been forgotten. How easy that was for most of us!!!",airdragons2,The Moon,0.704947917,positive
1665,"@realDonaldTrump Dude, you really need mental help, now!",Serenit17918092,,0.0375,positive
1666,@realDonaldTrump @EricTrump @BrianKempGA Trump has been in every party and back and forth...him using the term rino should seem strange to him..projection. one of these days the word narcissism will be defined simply as a picture of trump.,smorris89181183,Texas,-0.016666667,negative
1667,@tnaggregator @realDonaldTrump That's not unusual at all.  Same in my state.,GitchiGamiFan,United States,-0.05,negative
1670,"@realDonaldTrump If all of you outspoken idiots think Biden is the way home, you are gravely mistaken! Get ready for ‘lock down’, jobs sold out to China, higher gas prices, no Constitutional rights and it goes on!! President Trump at times is rough BUT HE LOVES AMERICA &amp; has done SO MUCH for us!!",barbie_nelson1,"Zion, UT",-0.058738426,negative
1672,"@realDonaldTrump @PeteHegseth @seanhannity Looser.  You lost, by a fucking landslide and you know it.  Now you face prosecution. Game over. Done.",grm1971,"Miami, Fla.",-0.5,negative
1676,"@realDonaldTrump My President,the 8 years of Hussein's administration were for appointing the radical left in government.They did nothing for citizens in those yrs.The left is like an aggressive cancer.They don't obey rules, and they lie. No punishment = more curruption and deceit.",mari_willcutyou,"Corona, CA",0.166666667,positive
1677,"When I was in the army I saluted a great many fine officers and was proud to serve with them. I also saluted a few because the rank on their uniform deserved the respect. @realDonaldTrump  those people calling you ""Sir""....it's the office. Bye.",BuzzCzar,,0.252777778,positive
1683,@HKrassenstein @realDonaldTrump This is honest based on the election law!!,ForeverHis704,"Maryland, USA",0.9375,positive
1684,"RT @TheRealHoarse: @realDonaldTrump I love that Twitter has moved on to just tagging you with “Nah, you lost.” https://t.co/F0Sj0TcX1P",slcheneyPR,North Yarmouth Maine,0.5,positive
1688,"@realDonaldTrump Orange City, FL LOVES OUR GREAT PRESIDENT TRUMP! ❤️🇺🇸 https://t.co/5YLZjd71RE",Bekahree25My,,1,positive
1689,@DanScavino @realDonaldTrump Trump stepped on his dick pert near every day! https://t.co/WBRBRKxZZM,liberalpuppy,Right here!,0.125,positive
1693,@realDonaldTrump This is a distraction from the Traitor and his treasoning.  Pay attention to what’s being stolen in plain sight people.,TBarCo2,Cali ,-0.214285714,negative
1694,"@DanScavino @realDonaldTrump How can they be called ""mail-in"" votes if they never touched a federal postal center for proper dating?

If it aint processed through a postal center...it isnt a ""mail-in"" vote.",Jaden_fire_tech,"Long Beach, CA",-0.05,negative
1697,RT @AndyOstroy: The joy I am getting from watching you torture yourself is too much for one libtard to bear...,nevermagats,,0.5,positive
1698,RT @eugenegu: @realDonaldTrump Stop making false accusations about our free and fair elections. You lost. Deal with it and stop crying like…,SoulinkChu,"Flushing, NY.",0.125,positive
1700,"@DanScavino @realDonaldTrump What can Trump do if he loses and they revalidate the fraud? Of the 538 electoral college voters, in the states where there is fraud, they can refuse to vote for Biden. There are antecedents. Trump in 2016, won with 306 votes. And in the final election, 304 voted in his favor.",BSC_ROCK1,Ecuador,-0.15,negative
1702,@Agard_Agency @GNasrin @2witterbird @jaketapper @realDonaldTrump His own lawyers had to admit it in court when asked directly by a Republican-appointed judge: https://t.co/U2czISXZ5Z,chloedeeee,,0.35,positive
1703,"Seriously, @realDonaldTrump is acting like #citizenkane right now...

#ByeByeTrump #Election2020 https://t.co/UkOeW0K5Fm",seemaki,"Brookline, Mass",-0.015873016,negative
1704,RT @samanthamarika1: Wow this is unbelievable,zugly747,New Orleans,-0.075,negative
1707,@DanScavino @realDonaldTrump Always remember so many stand with you everyday defending you praying for you. You are amazing and we really do love you. I have watched you from a far yet felt your heart as you spoke. We see your sacrifice and love for the country and the people are so proud of you!,reneewa30512468,"Tennessee, USA",0.428571429,positive
1709,"RT @KevinMKruse: I’ve started three tweets mocking this, but honestly I think it might be beyond parody.",nncyhllrd,Texas and Mexico,0.6,positive
1710,@realDonaldTrump @PeteHegseth @seanhannity @JoeBiden  in Brazil  your cat climbed on the roof ok!,NDedemo,"Orlândia, Brasil",0.625,positive
1714,"@realDonaldTrump Mr. President  I pray for you! I've always said you would be the BEST PRESIDENT this country has ever seen. I was RIGHT! ❤️ 
#OwensIvanka2024
Or
#IVANKAOWENS2024",bentleymama13,,0.678571429,positive
1715,@realDonaldTrump @PeteHegseth @seanhannity This is ridiculous. You gotta stop this nonsense. You are a grown man acting like a toddler.  You can’t possibly believe you have a chance. Why are you doing this?,MikeLamonds,"ÜT: 35.786933,-77.940095",-0.111111111,negative
1716,@realDonaldTrump Are you on crack sir. Please stop embarrassing yourself. It's not a good look.,patricia_daye,,-0.35,negative
1718,"RT @IvankaTrump: By purchasing $4 Billion in fresh produce, dairy and meat products from 🇺🇸 family farms, our #FarmerstoFamilies 👩‍🌾 Food B…",reallyGregRyan,,0.3,positive
1723,"RT @OrinKerr: If you have a complaint about something, anything, just add, ""which means, based on our great Constitution, I win the State o…",cbunce0628,,0.433333333,positive
1724,@realDonaldTrump This really is kinda sad. I know you’re hurting. Seek some help. Seriously.,EmptyGreenPants,,-0.211111111,negative
1726,"@johnrobertsFox @realDonaldTrump @NYGovCuomo Or perhaps Governor Cuomo bright and articulate while caring about Americans,
Trump, not so much.",Ted23161,,0.45,positive
1727,"RT @JuddPDeere45: THIS IS HUGE: Because of the leadership of @realDonaldTrump and Operation Warp Speed, there will be enough vaccine dozes…",Janet1437Rose,Socialist state of New Mexico ,0.2,positive
1728,@terri0526 @realDonaldTrump Circus full of clowns,capers66,Ehrhardt SC ,0.35,positive
1731,@DanScavino @realDonaldTrump Oooooooo.... slow motion video of our former President who lost the election.,bealdesigns,"Oregon, USA",-0.15,negative
1733,@realDonaldTrump    You were so RIGHT!!!      ‘306’  IS a massive Landslide!,RebGim,Unburned Area of Northen Ca.,0.279017857,positive
1734,"@realDonaldTrump WOW!
Trump's hand-picked Federal Election Security Executive confirms that this was the most secure election in US History. 
Ben Hovland will probably be fired on Monday, if not over the weekend. 
I think he deserves a The Profile in Courage Award. 

https://t.co/pGP3ERxfNU",rickysteele,"Atlanta, Georgia",0.341666667,positive
1735,"@DanScavino @realDonaldTrump Four years of grifting and ineptitude compressed into two minutes. 

Too bad we can't compress your final days down to two minutes.",Blacksmitheart,Donnies free range blood clot ,-0.285185185,negative
1736,"@kirstiealley @realDonaldTrump Trump campaigned to make America great again. With that slogan does it mean he failed the last four years? But since he lost the election and yes he did, does he even care about the American people? There are thousands dying and all he cares about is himself! Narcissist!!",MsJade777,,-0.0025,negative
1738,"@BassmanBear @MonSelecka @the_resistor @realDonaldTrump Communism is not the threat. Facism is the threat.  Wake up, smell the coffee and read world history, especially about the super Facist, Adolph Hitler.  Have you heard of him and how he destroyed democracy in Germany?  Read something and get a little smarter.",erexford,"Chicago,  (Oak Park)",0.048611111,positive
1739,"RT @AlanLCross: No, this is false.
It isn’t true.
We should stop humoring this and pretending like the truth is neutral here or locked up i…",aslloyd78,"Duluth, GA",-0.025,negative
1741,"@realDonaldTrump Wrong, Donald. It really means
Person
Woman
Man
Camera
TV",Jeff89226585,"Lisle, IL",-0.15,negative
1742,"@realDonaldTrump Sad, boring man",RiseOfBob,,-0.75,negative
1743,"@SaraCarterDC @realDonaldTrump If the @GOP continues the way of @ProjectLincoln , I’m outta there! I will definitely go with a 3rd party...a Conservative party! And if Donald Trump is leading it? I will be first in line!",MamaBling,Texas,0.104166667,positive
1749,"@realDonaldTrump This is starting to sound like a Monty Python sketch. Entertaining, yes, but not what one expects from someone who is supposed to be the “leader of the free world.”",rdc7801,,0.325,positive
1750,RT @ProjectLincoln: Today would be a beautiful day for @realDonaldTrump to concede.,GladieuxRon,,0.85,positive
1753,"RT @abeliangrape: @realDonaldTrump Yes, you won!  You won the bestest most exclusive spot ever in this Venn diagram, the likes of which no…",bloodofheflagon,United States,0.5,positive
1755,RT @RepMattGaetz: President @realDonaldTrump needs to dismantle Joe Biden’s “less is more” strategy and expose his willingness to kneel to…,74GGM492,,0.166666667,positive
1756,@RealJohnDennis @realDonaldTrump Makes sense coming from you... you think you're a president elect.,Belramly,"Washington, DC",0.8,positive
1758,@realDonaldTrump @PeteHegseth @seanhannity Didn’t you bankrupt a few casinos. You’re one of the few people you CANbet against,crivellopac,Montreal,-0.2,negative
1760,"@realDonaldTrump Watching you squirm and throw this tantrum is the best Reality TV I’ve ever seen. Keep it up, Sooky La La! Ya fkn Cheezel 🤣🤣",pen_shxw,South Australia,1,positive
1762,@uhleetheeah @TrumpVoterWTF @realDonaldTrump Yea....they’ve really got it under control don’t they? 🙄,Sendy2,Missouri,0.2,positive
1763,@DanScavino @realDonaldTrump We LOVE YOU PRESIDENT TRUMP!!!!,KathyBurris11,,1,positive
1767,"RT @eugenegu: @realDonaldTrump Trump is digging up New York Times articles from 1994, which only reveals Trump’s pathetic desperation. He i…",fix_this_nati0n,"Arizona, USA   he/him",-0.287878788,negative
1768,"RT @JuddPDeere45: THIS IS HUGE: Because of the leadership of @realDonaldTrump and Operation Warp Speed, there will be enough vaccine dozes…",Janie47118181,,0.2,positive
1770,"RT @Scotch_Rox: @SenTedCruz @realDonaldTrump 306 to 232
78M to 72M
His approval rating never hit 50%

HOW MANY TIMES DO WE HAVE TO TELL YOU…",KampKarma9609,,0.5,positive
1772,@TheRightMelissa @realDonaldTrump @BrianKempGA Trump killed the GOP by being the worst president ever.,dcurry39,,-0.6,negative
1775,"@donwinslow @realDonaldTrump @kayleighmcenany Dear God, do not put this idiot on my QVC.  That’s my pandemic shopping. She needs to be unemployed. Liar needs to remove the cross too.",Ladyblue11Carol,"Maryland, USA",-0.4,negative
1777,RT @lmar183942: @LLinWood @realDonaldTrump I pray God Almighty and HIS Angels Protect and guide you in Jesus’s name.    Stand Strong and Do…,Louisa49287568,,0.433333333,positive
