,text,user,location,Sentiment_Polarity,Expression Label
1552,"RT @jaketapper: Trump won MORE vote in Philly in 2020 than in 2016 — so that is one wacky conspiracy! 🦅 

https://t.co/YDWPHHMtNL",carmenne,North America,0.5625,positive
1553,"RT @PalmerReport: Trump just tweeted ""we win the State of Pennsylvania!""

Twitter slapped a disclaimer on it with a link that says ""Joe Bid…",gcraig010305,,1,positive
1555,"RT @briantylercohen: NEW: Joe Biden's lead in Pennsylvania has now grown to 60,233 votes.",norezisitingme,,0.136363636,positive
1557,RT @jimsciutto: New: Two judges in Pennsylvania tossed half a dozen court cases the Trump campaign had brought to invalidate thousands of v…,MarthaLCollins,,-0.015151515,negative
1558,RT @umairh: Congrats to Joe Biden for winning the Presidency for the fourth time this week,papercutsurvirv,,0.25,positive
1559,"RT @OhNoSheTwitnt: Trump was willing to meet with Kim Jong-un, Vladimir Putin, and the Taliban, but is refusing to meet with Joe Biden.",CowPowMonly,Seattle,0.25,positive
1561,RT @umairh: Congrats to Joe Biden for winning the Presidency for the fourth time this week,monica_elaine92,"Lawrenceville, GA",0.25,positive
1562,RT @SteveSchmidtSES: Let’s be clear. Joe Biden is the President-Elect of the United States. The refusal of Republicans to acknowledge this…,DebraBohn2,"Grants Pass ,Oregon",0.1,positive
1563,RT @umairh: Congrats to Joe Biden for winning the Presidency for the fourth time this week,samantha_e_s,"Pennsylvania, USA",0.25,positive
1564,RT @umairh: Congrats to Joe Biden for winning the Presidency for the fourth time this week,_ohlatricia,580🚶🏾‍♀️405,0.25,positive
1565,"RT @briantylercohen: I wasn’t initially on board with Trump denying the election results, but watching Joe Biden win again and again, day a…",Relstro,"Indianapolis, Indiana",0.4,positive
1567,RT @umairh: Congrats to Joe Biden for winning the Presidency for the fourth time this week,GawlinskiLaura,"Massachusetts, USA",0.25,positive
1571,"RT @maggieNYT: NEW - Trump has put Rudy Giuliani in charge of his campaign lawsuits related to the outcome of the election, as well as all…",jaycran01122141,,0.068181818,positive
1572,@joe_darko Wait Biden won again. Man he’s really dragging this out at this point,MikeFactorial,,0.2,positive
1576,RT @umairh: Congrats to Joe Biden for winning the Presidency for the fourth time this week,tanishkamistry,Mars ,0.25,positive
1577,RT @fadde: Think about this for one second. Joe Biden wants open borders during a pandemic.,MarieSimonsen5,,0.066666667,positive
1579,"RT @OhNoSheTwitnt: Trump was willing to meet with Kim Jong-un, Vladimir Putin, and the Taliban, but is refusing to meet with Joe Biden.",MaggieM57,"New Jersey, USA",0.25,positive
1582,RT @umairh: Congrats to Joe Biden for winning the Presidency for the fourth time this week,igordebossan,山梨県 甲府市,0.25,positive
1583,"RT @nytimes: Days after the election was called for Joe Biden, President Trump continues to falsely maintain that he “will win.”

It’s not…",carolinaleo66,Venezuela y Estados Unidos,0.2,positive
1584,RT @umairh: Congrats to Joe Biden for winning the Presidency for the fourth time this week,aph628,Gryffindor Tower ,0.25,positive
1587,"RT @PalmerReport: Trump just tweeted ""we win the State of Pennsylvania!""

Twitter slapped a disclaimer on it with a link that says ""Joe Bid…",jocunn1213,"Pasadena, TX",1,positive
1589,"Trump won in the election of 2016 by what he called a ""lanslide"". President elect Joe Biden coincidentally has won by the same margin as Trump. What we have here is president elect Joe Biden beat Donald Trump by a ""landslide.",bobmunoz,Nevada,0.533333333,positive
1592,RT @umairh: Congrats to Joe Biden for winning the Presidency for the fourth time this week,nicolebrennnan,,0.25,positive
1593,@thewalkingtjl Absolutely. I thought Biden/Warren was the right ticket.  But not sure anymore.  Maybe.  Even with COVID-19 and big time unemployment Trump build on his numbers. Thank God for Joe’s basic decency and empathy,Yazzster,,0.047142857,positive
1594,So sad you don't have the balls to call Drumpf out on anything! You can't even look him in the eye &amp; say 'you lost'. You're too spineless to congratulate Joe Biden &amp; the vaccine will not come out or be distributed until he takes office. We trust Joe &amp; Kamala! https://t.co/axrPIPpcvr,ProfTwis,Florida,-0.78125,negative
1595,RT @jimsciutto: New: Two judges in Pennsylvania tossed half a dozen court cases the Trump campaign had brought to invalidate thousands of v…,straitarrow10,"Shelton, WA",-0.015151515,negative
1596,RT @umairh: Congrats to Joe Biden for winning the Presidency for the fourth time this week,nalisarc,"Salt Lake City, UT",0.25,positive
1597,RT @umairh: Congrats to Joe Biden for winning the Presidency for the fourth time this week,LikeSpammer,"Hell, MI",0.25,positive
1599,"Biden’s 306-232 Electoral College victory is same “landslide” Trump bragged about throughout his presidency about his 2016 win. However, #Trump lost popular vote by ~3 million in 2016 , whereas #Biden is winning it by &gt;5 million in 2020 #KarmaIsABitch #NYT https://t.co/cai9DiuN5F",MahaTweeter,"Germantown, MD",0.475,positive
1601,@Cernovich If Joe Biden won fair and square why wouldn’t he support a thorough and widespread recount &amp; audit to reassure Trump voters? https://t.co/Fx9WvRPyNT,brunoegloff,,0.7,positive
1604,"RT @CNN: ""It's tempting to say that President Donald Trump's loss of Arizona is the revenge of the late US Sen. John McCain,"" writes Jon Ta…",TooheySpence,"London, Ontario, Canada",-0.3,negative
1605,RT @umairh: Congrats to Joe Biden for winning the Presidency for the fourth time this week,Sarah_has_an_h,cashapp: $TriSarahTops37,0.25,positive
1606,"RT @briantylercohen: I wasn’t initially on board with Trump denying the election results, but watching Joe Biden win again and again, day a…",anna_plotkin,,0.4,positive
1607,RT @ndtv: Biden Wins White House With 306 Electoral Votes To Trump's 232: Report https://t.co/q5tksfDtXH https://t.co/ta8RyBSqjm,world_news_eng,,0.15,positive
1609,RT @umairh: Congrats to Joe Biden for winning the Presidency for the fourth time this week,Senor_Nariz,"Grand Forks, ND",0.25,positive
1611,RT @proviewsusa: Organized Labor Shouldn’t Expect Much From President Joe Biden WE TOLD THEM THAT https://t.co/w1NLjeMdYn,312shelly3,,0.2,positive
1612,RT @umairh: Congrats to Joe Biden for winning the Presidency for the fourth time this week,amyobarnes,Little Rock AR,0.25,positive
1613,@GeorgePapa19 You forgot to finish this sentence. The military is with the President Elect Joe Biden. The military is not with the guy who called them suckers and losers,ultmtpersister,the universe,0.02,positive
1614,RT @umairh: Congrats to Joe Biden for winning the Presidency for the fourth time this week,Colt_Dusse,Somewhere so I don't get fined,0.25,positive
1616,RT @umairh: Congrats to Joe Biden for winning the Presidency for the fourth time this week,TonyBoy46104147,,0.25,positive
1618,RT @umairh: Congrats to Joe Biden for winning the Presidency for the fourth time this week,RicPendragon,England,0.25,positive
1619,RT @itsJeffTiedrich: I look forward to having no idea who Joe Biden's postmaster general is,Ant95four,"Hollywood, FL ✈ Tampa, FL",0.05,positive
1620,"RT @Nate_Cohn: It's final: Joe Biden 306, Donald Trump 232
Biden wins Georgia. 
Trump wins North Carolina. https://t.co/pc1wRYJmG7",QQUUEENNIIEEE,,0.2,positive
1621,"RT @nytimes: “Black women did that,” said Abby Phillip, a CNN correspondent, on Nov. 6, the day before victory would be declared for Joe Bi…",JN_Owens,,-0.166666667,negative
1622,RT @umairh: Congrats to Joe Biden for winning the Presidency for the fourth time this week,disdaydreaming,,0.25,positive
1623,hi can someone explain to me how joe biden was responsible for fob,mayT___T,❤︎☾ she/her!!,0.2,positive
1624,RT @DrEricDing: Folks—sleep easy tonight. We’re good now. https://t.co/I98PNOpijk,delexplorer,,0.566666667,positive
1625,RT @umairh: Congrats to Joe Biden for winning the Presidency for the fourth time this week,___lovA,Everywhere that matters.,0.25,positive
1626,RT @umairh: Congrats to Joe Biden for winning the Presidency for the fourth time this week,debibal,Brasil,0.25,positive
1627,"RT @NBCNews: BREAKING: NBC News Special Report: Joe Biden will be President-Elect, NBC News projects. https://t.co/I4JBjP5675 https://t.co/…",Lippyaddiction,"West Hollywood, CA",0.357142857,positive
1628,"RT @maggieNYT: The president is conflating a media strategy with a legal one, according to a half-dozen advisers who are worried about Giul…",RedLadyMAP,Tampa,0.2,positive
1629,RT @umairh: Congrats to Joe Biden for winning the Presidency for the fourth time this week,DeniseSchnabel1,,0.25,positive
1632,Joe Biden received 78 million legal votes.,DVZMemes,Boston Strong,0.2,positive
1634,RT @umairh: Congrats to Joe Biden for winning the Presidency for the fourth time this week,uhlizard,nowhere,0.25,positive
1635,RT @umairh: Congrats to Joe Biden for winning the Presidency for the fourth time this week,mikeyexcel201,New Jersey,0.25,positive
1636,"RT @jomalleydillon: 306. Joe Biden, Kamala Harris, the best team in politics, and nearly 80 million Americans did this.",mmmexperimental,,0.55,positive
1637,RT @HKrassenstein: @realDonaldTrump Make America Great Again by letting Joe Biden take over!,AngHauptNewman,WV,1,positive
1638,RT @umairh: Congrats to Joe Biden for winning the Presidency for the fourth time this week,Ashleeyxo95,,0.25,positive
1639,"RT @ChadLivengood: Joe Biden won just Kent County by nearly twice as many votes as Donald Trump won all of Michigan in 2016.

What are we s…",Rosy1Wl,,0.3,positive
1640,RT @umairh: Congrats to Joe Biden for winning the Presidency for the fourth time this week,TonyaLynn81,,0.25,positive
1642,"RT @jaketapper: Trump won MORE vote in Philly in 2020 than in 2016 — so that is one wacky conspiracy! 🦅 

https://t.co/YDWPHHMtNL",JPN366,"Pelham, AL",0.5625,positive
1643,@JoshShapiroPA You as a Dem shouldn’t be involved in elections. Biden is sick of wealthy gaming system . Liar Hunters emails say Hunter funded the family for 30 yrs. Joe won’t like fracking cause it will mess up Hunter’s  $ he’s making from selling Joes influence!,nand05562449,", USA✝️🇺🇸",-0.144345238,negative
1645,Upside down logo literally undrinkable. This is beer in Joe Biden's America - Doc Ox https://t.co/lhCKeucreV,RealDocOx,"Irvine, CA",-0.155555556,negative
1646,RT @itsJeffTiedrich: I look forward to having no idea who Joe Biden's postmaster general is,DRIGTB,Toronto,0.05,positive
1647,"RT @robreiner: We finally have a President who is human, decent, and loving. A strong man who will restore the Soul of our Nation. God love…",Chriscatty,UNITED STATES,0.24,positive
1648,RT @kylegriffin1: President-elect Joe Biden's return to 'normalcy' will include restoring the daily press briefing — and at least two women…,KelleyBostonME,"Maine, USA",-0.15,negative
1650,"RT @RBReich: Thanks to communities of color, Joe Biden flipped 5 states.

He must never forget who delivered him the presidency.",Blackwolfeye2,,0.2,positive
1651,"RT @mona4faith: Ugh I feel so horrible I just spent the last 10 minutes yelling at my grandma for voting for Joe Biden, thankfully I calmed…",CorkyEloranta,"Minnesota, USA",-0.366666667,negative
1653,"RT @Nate_Cohn: It's final: Joe Biden 306, Donald Trump 232
Biden wins Georgia. 
Trump wins North Carolina. https://t.co/pc1wRYJmG7",cherirae272,"Grants Pass, OR",0.2,positive
1654,"RT @briantylercohen: I wasn’t initially on board with Trump denying the election results, but watching Joe Biden win again and again, day a…",Valerie19120794,,0.4,positive
1655,RT @umairh: Congrats to Joe Biden for winning the Presidency for the fourth time this week,barry_kane64,google space movie from 1992,0.25,positive
1657,RT @umairh: Congrats to Joe Biden for winning the Presidency for the fourth time this week,lesbianafuerte,she/her lesbian,0.25,positive
1658,RT @umairh: Congrats to Joe Biden for winning the Presidency for the fourth time this week,Frandow68,California,0.25,positive
1659,"RT @jaketapper: Trump won MORE vote in Philly in 2020 than in 2016 — so that is one wacky conspiracy! 🦅 

https://t.co/YDWPHHMtNL",mirrorballing,america   🇺🇸,0.5625,positive
1663,RT @umairh: Congrats to Joe Biden for winning the Presidency for the fourth time this week,ElStrickland,"St Louis, MO",0.25,positive
1664,RT @jimsciutto: New: Two judges in Pennsylvania tossed half a dozen court cases the Trump campaign had brought to invalidate thousands of v…,JohnnyDee62,"Washington, DC",-0.015151515,negative
1667,"RT @RBReich: Thanks to communities of color, Joe Biden flipped 5 states.

He must never forget who delivered him the presidency.",CarolineDeakins, ,0.2,positive
1668,"The ex-Prez is now convinced Rudy is a #Landscape-looser, and is sending him as far away as possible from DC.

https://t.co/I9YfNrqnvu https://t.co/yxkZuXYRWj",ChgoJohn,"Logan Square, at the 3rd Coast. Retweets aren't endorsements.",0.05,positive
1670,@Kells43993003 @Kristie14820841 @HKrassenstein @realDonaldTrump The left cried he's racist in January as they try to impeach him because he closed down the borders and not letting anyone from China come in. Joe Biden openly admits he would never do that by March the left cries out he didn't act soon enough.,Trump2o220,,-0.042592593,negative
1672,RT @umairh: Congrats to Joe Biden for winning the Presidency for the fourth time this week,JOSTER_MAIN,,0.25,positive
1674,RT @umairh: Congrats to Joe Biden for winning the Presidency for the fourth time this week,sukritical,,0.25,positive
1676,RT @umairh: Congrats to Joe Biden for winning the Presidency for the fourth time this week,thatdeathwiz101,Be Kind,0.25,positive
1677,RT @itsJeffTiedrich: I look forward to having no idea who Joe Biden's postmaster general is,harvardman88,"Pine Bluff, AR",0.05,positive
